target_id	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	b	pa_up	pa_down
ZMYND19	2	11.617144552913775	0.7869620533822266	1	0.36935917856439254	FALSE	FALSE
FERMT3	8	23.303987793486783	0.17650295383810247	1	0.5936742757040431	FALSE	FALSE
EPHA7	1	3.116222161414187	1	1	0.01278743067102794	FALSE	FALSE
SEPTIN8	9	41.489346456925574	0.5652655227584495	1	0.6461073836800145	FALSE	FALSE
ARRDC1	9	36.938152052991555	0.7527859196942707	1	0.4590278972138973	FALSE	FALSE
TAF5	1	5.650097297476542	1	1	0.004905210673442524	FALSE	FALSE
LETMD1	19	68.28728639376693	0.9996206764765142	1	0.29128232338181975	FALSE	FALSE
ATP5MD	5	20.857571607830703	0.9961095772557294	1	-0.13200891954250119	FALSE	FALSE
FAHD2A	6	23.345058961983753	0.9999518334231977	1	0.24770293509571992	FALSE	FALSE
P3H1	12	40.2522373636194	0.9349935066932435	1	0.2105256466885014	FALSE	FALSE
TRPT1	11	38.333364399301445	0.9999597920761945	1	0.04363635886986111	FALSE	FALSE
FAM107A	3	9.599460585389005	0.26175487492977995	1	0.7691995024521283	FALSE	FALSE
PDCD11	4	19.603766652867105	0.9984880321219028	1	0.004672476892804405	FALSE	FALSE
EHMT1	24	80.89897925446961	0.6740165740826407	1	0.3153229845336067	FALSE	FALSE
GNB2	10	53.61939324262522	0.8703777607837284	1	0.13211275406556108	FALSE	TRUE
POLR2I	6	24.432664123105344	0.9199706931889858	1	-0.24744538127177537	FALSE	TRUE
GPR68	2	10.555347333244299	0.2147631088311268	1	-0.17962795082851912	FALSE	FALSE
AC233699.1	1	2.3057665351704273	0.9312744235999404	1	0.049849041926785374	FALSE	FALSE
MANEA	3	11.041593589736685	0.9929862094055182	1	0.28774354471102254	FALSE	FALSE
AC009237.3	3	12.930977892828096	0.9742211956745745	1	0.12178116416368591	FALSE	FALSE
CCDC88C	10	30.863917943857537	0.9787933086145377	1	0.32783982544531903	FALSE	FALSE
AC009237.8	1	2.366115122849821	0.5299081128408197	1	0.31181484575313545	FALSE	FALSE
FAM3D	1	2.5546465691574167	0.33037976375570444	1	0.5792777553286288	FALSE	FALSE
TBCB	13	50.545857225811226	0.999686415178112	1	0.023516501434902908	FALSE	FALSE
FUT9	1	3.7042856222298686	0.3227454123208996	1	0.6144954817494757	FALSE	FALSE
UFL1	2	9.516543293368889	0.982304664891758	1	0.156233460670193	FALSE	FALSE
NUDT22	10	36.372525884917295	0.9999999989593894	1	-0.11389106688851484	FALSE	FALSE
FHL5	2	8.96092729725784	0.4358545349699341	1	0.49272560551211	FALSE	FALSE
C1orf50	3	11.835686448951778	0.9954051961527618	1	-0.2183051167985154	FALSE	FALSE
CSRNP2	5	14.249271915561481	0.8190470380124799	1	0.3336627260108842	FALSE	FALSE
GPR63	1	3.9416382873718585	0.8574621679298488	1	-0.1516519557859541	FALSE	FALSE
AC098484.3	2	7.453053348026135	0.5590023410111561	1	0.07628284046115869	FALSE	FALSE
NDUFAF4	3	11.930858157296814	0.9901097237701997	1	0.374566177672392	FALSE	FALSE
CFAP20DC	4	9.169557797034937	0.3205145895165667	1	-0.567649140437948	FALSE	FALSE
KLHL32	1	1.3670140175931864	1	1	-0.21297756541071908	FALSE	FALSE
TMEM269	2	5.141787440054822	0.9687979517120684	1	0.10626478199456428	FALSE	FALSE
CALHM2	7	31.328494576655842	0.9996002446292613	1	0.18145568605355664	FALSE	FALSE
TFCP2	4	13.845275300840521	0.9781656098235731	1	-0.23563233374223835	FALSE	FALSE
SVBP	3	11.488367211907237	0.99783782557705	1	0.1435618735728027	FALSE	FALSE
DNAJC4	7	27.471677816611027	0.992714612604636	1	-0.17159833021957088	FALSE	FALSE
ERMAP	6	23.933292467883494	0.9997138443001694	1	0.13979833803163122	FALSE	FALSE
PPP4R3A	8	40.79114150057811	0.9509208063799625	1	0.33450989440051615	FALSE	FALSE
ANKRD36C	7	22.55837920202303	0.9698798536558716	1	0.19345883523517962	FALSE	FALSE
CAPNS1	9	36.61998165001041	0.8854472545772197	1	-0.08599308842792833	FALSE	FALSE
NEURL1	3	9.746030101612835	0.1517069283959395	1	-0.605433712097727	FALSE	FALSE
CXXC4	2	7.635363411699668	0.39184559600074675	1	0.39120449719812733	FALSE	FALSE
ASAP1	6	29.34309436380541	0.9973474257655423	1	0.1422676843615874	FALSE	FALSE
SHROOM1	6	26.567245866061857	0.99643413159929	1	0.34526534732906167	FALSE	FALSE
SH3PXD2A	3	17.25455000780739	0.269314205061456	1	-0.19792630886813636	FALSE	FALSE
VEGFB	2	7.106205644170317	0.1308766542558105	1	-0.32630013909852124	FALSE	FALSE
TET2	5	20.70981253746266	0.6672551131258405	1	0.42359091831465184	FALSE	FALSE
MMS22L	6	19.44444043457733	0.9968487388373827	1	-0.18174230045644013	FALSE	FALSE
PHBP19	1	1.6366338851958233	0.6881807973030737	1	-0.19959977623751385	FALSE	FALSE
POU6F1	9	29.98235296114203	0.7740961297667677	1	0.2522155196620602	FALSE	FALSE
CELF6	4	11.903400968836205	0.9077125403968553	1	0.2522686752350003	FALSE	FALSE
GIGYF1	5	24.006248970064277	0.9008780560351128	1	0.2515299028566805	FALSE	FALSE
FKBP2	5	23.05280595157363	0.970490165875247	1	-0.0013906888614670736	FALSE	FALSE
GDF9	2	6.02634588889029	0.2604245953832277	1	0.7599293706113076	FALSE	FALSE
ZNF691	5	19.258934857677545	0.9894961884898007	1	-0.09966574987544238	FALSE	FALSE
STN1	3	17.22743033621931	0.6976263678431425	1	-0.1049412785761561	FALSE	FALSE
FAHD2CP	5	15.932778957902432	0.9999999986121595	1	-0.04744301124461033	FALSE	FALSE
DAZAP2	8	35.65865394932013	0.998051774861434	1	0.2094185319017597	FALSE	FALSE
UQCRQ	6	28.73276057083381	0.9998612534577003	1	-0.13817393626399746	FALSE	TRUE
AL590627.1	2	6.268882316720113	0.6060391399098093	1	0.33035790290706946	FALSE	FALSE
PPA2	14	52.89419117637875	0.9999969427348507	1	0.11799607549606884	FALSE	TRUE
GPAT2	5	14.836995599967196	0.9511804717727069	1	0.07483208613309854	FALSE	FALSE
SLK	3	17.620031048371462	0.7310737669941455	1	0.3340304888231994	FALSE	FALSE
SLC2A1	3	13.819024875366612	0.8110215103533435	1	0.11072035654390724	FALSE	FALSE
